ratio: 0.1
article_train_X.shape: 1242
article_train_y.shape: 1242
article_test_X.shape: 1384
article_test_y.shape: 1384
Writing to D:\fake_news_detection\runs\1556439652_0.1

2019-04-28T16:20:54.427933: step 1, loss 1.0713, acc 0.609375
2019-04-28T16:57:58.345906: step 7653, loss 0.2202, acc 0.828125
2019-04-28T16:57:58.522926: step 7654, loss 0.302185, acc 0.796875
2019-04-28T16:57:58.716606: step 7655, loss 0.258716, acc 0.828125
2019-04-28T16:57:58.905476: step 7656, loss 0.181188, acc 0.890625
2019-04-28T16:57:59.099684: step 7657, loss 0.299701, acc 0.8125
2019-04-28T16:57:59.279142: step 7658, loss 0.269441, acc 0.828125
2019-04-28T16:57:59.452674: step 7659, loss 0.290005, acc 0.8125
2019-04-28T16:57:59.637816: step 7660, loss 0.224703, acc 0.859375
2019-04-28T16:57:59.817996: step 7661, loss 0.297045, acc 0.828125
2019-04-28T16:58:00.003224: step 7662, loss 0.265035, acc 0.8125
2019-04-28T16:58:00.185842: step 7663, loss 0.265663, acc 0.84375
2019-04-28T16:58:00.369424: step 7664, loss 0.286677, acc 0.890625
2019-04-28T16:58:00.553561: step 7665, loss 0.312549, acc 0.734375
2019-04-28T16:58:00.736654: step 7666, loss 0.270006, acc 0.875
2019-04-28T16:58:00.922906: step 7667, loss 0.222053, acc 0.875
2019-04-28T16:58:01.110108: step 7668, loss 0.220823, acc 0.859375
2019-04-28T16:58:01.295772: step 7669, loss 0.295321, acc 0.78125
2019-04-28T16:58:01.483340: step 7670, loss 0.201853, acc 0.9375
2019-04-28T16:58:01.686353: step 7671, loss 0.258675, acc 0.828125
2019-04-28T16:58:01.871733: step 7672, loss 0.295328, acc 0.78125
2019-04-28T16:58:02.061274: step 7673, loss 0.298039, acc 0.765625
2019-04-28T16:58:02.249148: step 7674, loss 0.396583, acc 0.78125
2019-04-28T16:58:02.436785: step 7675, loss 0.266302, acc 0.84375
2019-04-28T16:58:02.624463: step 7676, loss 0.271404, acc 0.828125
2019-04-28T16:58:02.815579: step 7677, loss 0.256016, acc 0.84375
2019-04-28T16:58:03.008762: step 7678, loss 0.315662, acc 0.71875
2019-04-28T16:58:03.187798: step 7679, loss 0.234179, acc 0.859375
2019-04-28T16:58:03.361408: step 7680, loss 0.317089, acc 0.765625
2019-04-28T16:58:03.548561: step 7681, loss 0.184971, acc 0.859375
2019-04-28T16:58:03.727148: step 7682, loss 0.278436, acc 0.78125
2019-04-28T16:58:03.877167: step 7683, loss 0.356436, acc 0.7
2019-04-28T16:58:04.062541: step 7684, loss 0.313311, acc 0.796875
2019-04-28T16:58:04.247320: step 7685, loss 0.269273, acc 0.828125
2019-04-28T16:58:04.439458: step 7686, loss 0.291662, acc 0.8125
2019-04-28T16:58:04.640938: step 7687, loss 0.300764, acc 0.75
2019-04-28T16:58:04.830500: step 7688, loss 0.314807, acc 0.765625
2019-04-28T16:58:05.015185: step 7689, loss 0.204888, acc 0.859375
2019-04-28T16:58:05.196706: step 7690, loss 0.25035, acc 0.8125
2019-04-28T16:58:05.383811: step 7691, loss 0.288248, acc 0.828125
2019-04-28T16:58:05.562486: step 7692, loss 0.247087, acc 0.828125
2019-04-28T16:58:05.738087: step 7693, loss 0.317099, acc 0.765625
2019-04-28T16:58:05.914876: step 7694, loss 0.307577, acc 0.765625
2019-04-28T16:58:06.108463: step 7695, loss 0.291021, acc 0.75
2019-04-28T16:58:06.286168: step 7696, loss 0.292607, acc 0.796875
2019-04-28T16:58:06.470278: step 7697, loss 0.311752, acc 0.796875
2019-04-28T16:58:06.659941: step 7698, loss 0.258642, acc 0.828125
2019-04-28T16:58:06.842130: step 7699, loss 0.176119, acc 0.921875
2019-04-28T16:58:07.032047: step 7700, loss 0.267497, acc 0.859375

Evaluation:
2019-04-28T16:58:07.878077: step 7700, loss 2.43056, acc 0.54841, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556440354_0.2\checkpoints\model-7700

2019-04-28T16:58:08.350240: step 7701, loss 0.19019, acc 0.953125
2019-04-28T16:58:08.533950: step 7702, loss 0.197754, acc 0.90625
2019-04-28T16:58:08.710735: step 7703, loss 0.309126, acc 0.8125
2019-04-28T16:58:08.899385: step 7704, loss 0.232618, acc 0.859375
2019-04-28T16:58:09.087273: step 7705, loss 0.299627, acc 0.8125
2019-04-28T16:58:09.273865: step 7706, loss 0.262877, acc 0.859375
2019-04-28T16:58:09.459169: step 7707, loss 0.262152, acc 0.78125
2019-04-28T16:58:09.652793: step 7708, loss 0.17576, acc 0.921875
2019-04-28T16:58:09.838458: step 7709, loss 0.234214, acc 0.859375
2019-04-28T16:58:10.035482: step 7710, loss 0.281716, acc 0.75
2019-04-28T16:58:10.224671: step 7711, loss 0.25181, acc 0.8125
2019-04-28T16:58:10.412444: step 7712, loss 0.318561, acc 0.8125
2019-04-28T16:58:10.599603: step 7713, loss 0.243687, acc 0.859375
2019-04-28T16:58:10.789218: step 7714, loss 0.235646, acc 0.796875
2019-04-28T16:58:10.961191: step 7715, loss 0.363237, acc 0.703125
2019-04-28T16:58:11.156491: step 7716, loss 0.349845, acc 0.796875
2019-04-28T16:58:11.354253: step 7717, loss 0.295374, acc 0.78125
2019-04-28T16:58:11.540669: step 7718, loss 0.276664, acc 0.78125
2019-04-28T16:58:11.722711: step 7719, loss 0.296784, acc 0.828125
2019-04-28T16:58:11.895639: step 7720, loss 0.22021, acc 0.859375
2019-04-28T16:58:12.082536: step 7721, loss 0.186582, acc 0.859375
2019-04-28T16:58:12.241742: step 7722, loss 0.226461, acc 0.82
2019-04-28T16:58:12.427260: step 7723, loss 0.241185, acc 0.875
2019-04-28T16:58:12.615654: step 7724, loss 0.278796, acc 0.875
2019-04-28T16:58:12.800984: step 7725, loss 0.268866, acc 0.828125
2019-04-28T16:58:12.991688: step 7726, loss 0.147089, acc 0.921875
2019-04-28T16:58:13.186743: step 7727, loss 0.219494, acc 0.890625
2019-04-28T16:58:13.371097: step 7728, loss 0.276206, acc 0.84375
2019-04-28T16:58:13.556598: step 7729, loss 0.257146, acc 0.78125
2019-04-28T16:58:13.754843: step 7730, loss 0.288468, acc 0.765625
2019-04-28T16:58:13.991610: step 7731, loss 0.246405, acc 0.84375
2019-04-28T16:58:14.182884: step 7732, loss 0.25202, acc 0.8125
2019-04-28T16:58:14.395318: step 7733, loss 0.183897, acc 0.875
2019-04-28T16:58:14.610080: step 7734, loss 0.299844, acc 0.8125
2019-04-28T16:58:14.816077: step 7735, loss 0.195279, acc 0.921875
2019-04-28T16:58:15.035346: step 7736, loss 0.29268, acc 0.796875
2019-04-28T16:58:15.239972: step 7737, loss 0.262885, acc 0.859375
2019-04-28T16:58:15.437416: step 7738, loss 0.271751, acc 0.828125
2019-04-28T16:58:15.622255: step 7739, loss 0.325894, acc 0.71875
2019-04-28T16:58:15.808888: step 7740, loss 0.32396, acc 0.78125
2019-04-28T16:58:16.006358: step 7741, loss 0.234192, acc 0.859375
2019-04-28T16:58:16.190721: step 7742, loss 0.223117, acc 0.8125
2019-04-28T16:58:16.379145: step 7743, loss 0.329323, acc 0.75
2019-04-28T16:58:16.572038: step 7744, loss 0.28057, acc 0.8125
2019-04-28T16:58:16.769018: step 7745, loss 0.269266, acc 0.765625
2019-04-28T16:58:16.952032: step 7746, loss 0.255263, acc 0.796875
2019-04-28T16:58:17.140747: step 7747, loss 0.276715, acc 0.78125
2019-04-28T16:58:17.316881: step 7748, loss 0.277778, acc 0.828125
2019-04-28T16:58:17.504584: step 7749, loss 0.270517, acc 0.875
2019-04-28T16:58:17.684776: step 7750, loss 0.370276, acc 0.765625
2019-04-28T16:58:17.870791: step 7751, loss 0.273457, acc 0.796875
2019-04-28T16:58:18.046364: step 7752, loss 0.330963, acc 0.796875
2019-04-28T16:58:18.230996: step 7753, loss 0.241151, acc 0.890625
2019-04-28T16:58:18.416234: step 7754, loss 0.347766, acc 0.765625
2019-04-28T16:58:18.653649: step 7755, loss 0.270115, acc 0.875
2019-04-28T16:58:18.834183: step 7756, loss 0.260094, acc 0.890625
2019-04-28T16:58:19.018364: step 7757, loss 0.271044, acc 0.78125
2019-04-28T16:58:19.200900: step 7758, loss 0.285569, acc 0.78125
2019-04-28T16:58:19.387929: step 7759, loss 0.299644, acc 0.8125
2019-04-28T16:58:19.566951: step 7760, loss 0.19677, acc 0.859375
2019-04-28T16:58:19.726051: step 7761, loss 0.294263, acc 0.8
2019-04-28T16:58:19.910074: step 7762, loss 0.225027, acc 0.859375
2019-04-28T16:58:20.084073: step 7763, loss 0.299783, acc 0.8125
2019-04-28T16:58:20.262622: step 7764, loss 0.263827, acc 0.796875
2019-04-28T16:58:20.458649: step 7765, loss 0.254394, acc 0.796875
2019-04-28T16:58:20.635294: step 7766, loss 0.244683, acc 0.796875
2019-04-28T16:58:20.814944: step 7767, loss 0.169033, acc 0.90625
2019-04-28T16:58:20.992975: step 7768, loss 0.275262, acc 0.84375
2019-04-28T16:58:21.185892: step 7769, loss 0.188939, acc 0.84375
2019-04-28T16:58:21.363618: step 7770, loss 0.290076, acc 0.8125
2019-04-28T16:58:21.545946: step 7771, loss 0.304731, acc 0.78125
2019-04-28T16:58:21.725891: step 7772, loss 0.319458, acc 0.75
2019-04-28T16:58:21.912652: step 7773, loss 0.234337, acc 0.859375
2019-04-28T16:58:22.093080: step 7774, loss 0.274009, acc 0.796875
2019-04-28T16:58:22.269724: step 7775, loss 0.27607, acc 0.78125
2019-04-28T16:58:22.462585: step 7776, loss 0.246586, acc 0.84375
2019-04-28T16:58:22.641468: step 7777, loss 0.282926, acc 0.796875
2019-04-28T16:58:22.823607: step 7778, loss 0.287499, acc 0.828125
2019-04-28T16:58:23.016898: step 7779, loss 0.268309, acc 0.828125
2019-04-28T16:58:23.202576: step 7780, loss 0.246984, acc 0.84375
2019-04-28T16:58:23.380575: step 7781, loss 0.256526, acc 0.78125
2019-04-28T16:58:23.579848: step 7782, loss 0.246505, acc 0.84375
2019-04-28T16:58:23.769411: step 7783, loss 0.289713, acc 0.875
2019-04-28T16:58:23.943735: step 7784, loss 0.285074, acc 0.84375
2019-04-28T16:58:24.130285: step 7785, loss 0.290378, acc 0.75
2019-04-28T16:58:24.319488: step 7786, loss 0.205632, acc 0.859375
2019-04-28T16:58:24.510643: step 7787, loss 0.282905, acc 0.796875
2019-04-28T16:58:24.717805: step 7788, loss 0.227129, acc 0.890625
2019-04-28T16:58:24.939468: step 7789, loss 0.271147, acc 0.8125
2019-04-28T16:58:25.146923: step 7790, loss 0.290025, acc 0.8125
2019-04-28T16:58:25.347687: step 7791, loss 0.224467, acc 0.921875
2019-04-28T16:58:25.546949: step 7792, loss 0.239007, acc 0.890625
2019-04-28T16:58:25.749305: step 7793, loss 0.256177, acc 0.84375
2019-04-28T16:58:25.946076: step 7794, loss 0.397578, acc 0.703125
2019-04-28T16:58:26.155148: step 7795, loss 0.307514, acc 0.828125
2019-04-28T16:58:26.351496: step 7796, loss 0.287543, acc 0.828125
2019-04-28T16:58:26.538172: step 7797, loss 0.275876, acc 0.78125
2019-04-28T16:58:26.725784: step 7798, loss 0.200411, acc 0.890625
2019-04-28T16:58:26.915155: step 7799, loss 0.308107, acc 0.765625
2019-04-28T16:58:27.075764: step 7800, loss 0.204379, acc 0.88

Evaluation:
2019-04-28T16:58:27.914262: step 7800, loss 2.42133, acc 0.549133, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556440354_0.2\checkpoints\model-7800

ratio: 0.3
article_train_X.shape: 3744
article_train_y.shape: 3744
article_test_X.shape: 1384
article_test_y.shape: 1384
Writing to D:\fake_news_detection\runs\1556441909_0.3

2019-04-28T16:58:30.514857: step 1, loss 1.2531, acc 0.5625
2019-04-28T16:58:30.701747: step 2, loss 2.03033, acc 0.546875
2019-04-28T16:58:30.883184: step 3, loss 1.78786, acc 0.4375
2019-04-28T16:58:31.067558: step 4, loss 1.74679, acc 0.453125
2019-04-28T16:58:31.240292: step 5, loss 1.7146, acc 0.421875
2019-04-28T16:58:31.430803: step 6, loss 2.05396, acc 0.40625
2019-04-28T16:58:31.606643: step 7, loss 1.78709, acc 0.453125
2019-04-28T16:58:31.786467: step 8, loss 1.86408, acc 0.515625
2019-04-28T16:58:31.965091: step 9, loss 1.26981, acc 0.53125
2019-04-28T16:58:32.150888: step 10, loss 1.44467, acc 0.53125
2019-04-28T16:58:32.337751: step 11, loss 1.60059, acc 0.5
2019-04-28T16:58:32.545955: step 12, loss 1.37286, acc 0.421875
2019-04-28T16:58:32.728506: step 13, loss 1.28005, acc 0.578125
2019-04-28T16:58:32.918770: step 14, loss 1.89524, acc 0.390625
2019-04-28T16:58:33.098900: step 15, loss 1.6948, acc 0.515625
2019-04-28T16:58:33.266477: step 16, loss 1.65014, acc 0.515625
2019-04-28T16:58:33.440717: step 17, loss 1.60612, acc 0.46875
2019-04-28T16:58:33.609836: step 18, loss 1.36766, acc 0.5
2019-04-28T16:58:33.788498: step 19, loss 1.85071, acc 0.453125
2019-04-28T16:58:33.975333: step 20, loss 1.16691, acc 0.578125
2019-04-28T16:58:34.161723: step 21, loss 1.64714, acc 0.421875
2019-04-28T16:58:34.330817: step 22, loss 1.59288, acc 0.515625
2019-04-28T16:58:34.508078: step 23, loss 0.970504, acc 0.640625
2019-04-28T16:58:34.698165: step 24, loss 1.53586, acc 0.546875
2019-04-28T16:58:34.880679: step 25, loss 1.20644, acc 0.484375
2019-04-28T16:58:35.062447: step 26, loss 1.3016, acc 0.546875
2019-04-28T16:58:35.246566: step 27, loss 1.45353, acc 0.546875
2019-04-28T16:58:35.420792: step 28, loss 1.86817, acc 0.453125
2019-04-28T16:58:35.581023: step 29, loss 1.10273, acc 0.515625
2019-04-28T16:58:35.749013: step 30, loss 1.20196, acc 0.59375
2019-04-28T16:58:35.922970: step 31, loss 1.65918, acc 0.421875
2019-04-28T16:58:36.099193: step 32, loss 1.00687, acc 0.53125
2019-04-28T16:58:36.293818: step 33, loss 1.48152, acc 0.546875
2019-04-28T16:58:36.478876: step 34, loss 1.20167, acc 0.515625
2019-04-28T16:58:36.666888: step 35, loss 1.89428, acc 0.484375
2019-04-28T16:58:36.832542: step 36, loss 1.57958, acc 0.46875
2019-04-28T16:58:37.012675: step 37, loss 1.65804, acc 0.375
2019-04-28T16:58:37.204171: step 38, loss 1.52072, acc 0.515625
2019-04-28T16:58:37.390211: step 39, loss 1.22483, acc 0.65625
2019-04-28T16:58:37.578816: step 40, loss 1.82906, acc 0.375
2019-04-28T16:58:37.762734: step 41, loss 1.60891, acc 0.421875
2019-04-28T16:58:37.938932: step 42, loss 1.27707, acc 0.546875
2019-04-28T16:58:38.109503: step 43, loss 1.57547, acc 0.4375
2019-04-28T16:58:38.293195: step 44, loss 1.18481, acc 0.46875
2019-04-28T16:58:38.459674: step 45, loss 1.31883, acc 0.46875
2019-04-28T16:58:38.637039: step 46, loss 1.36362, acc 0.5625
2019-04-28T16:58:38.810236: step 47, loss 0.93865, acc 0.578125
2019-04-28T16:58:38.991151: step 48, loss 1.33316, acc 0.53125
2019-04-28T16:58:39.163083: step 49, loss 1.2126, acc 0.53125
2019-04-28T16:58:39.348294: step 50, loss 1.36247, acc 0.5
2019-04-28T16:58:39.540465: step 51, loss 1.53646, acc 0.46875
2019-04-28T16:58:39.722022: step 52, loss 1.26219, acc 0.5625
2019-04-28T16:58:39.917019: step 53, loss 1.45494, acc 0.46875
2019-04-28T16:58:40.106933: step 54, loss 1.33472, acc 0.453125
2019-04-28T16:58:40.299944: step 55, loss 1.55408, acc 0.328125
2019-04-28T16:58:40.479878: step 56, loss 1.00583, acc 0.484375
2019-04-28T16:58:40.676493: step 57, loss 1.66331, acc 0.40625
2019-04-28T16:58:40.860957: step 58, loss 1.19151, acc 0.421875
2019-04-28T16:58:40.993116: step 59, loss 1.16124, acc 0.46875
2019-04-28T16:58:41.176434: step 60, loss 0.990841, acc 0.5625
2019-04-28T16:58:41.369332: step 61, loss 1.00035, acc 0.515625
2019-04-28T16:58:41.555176: step 62, loss 0.996697, acc 0.5
2019-04-28T16:58:41.747585: step 63, loss 0.793991, acc 0.625
2019-04-28T16:58:41.938302: step 64, loss 1.22478, acc 0.515625
2019-04-28T16:58:42.130732: step 65, loss 1.13074, acc 0.484375
2019-04-28T16:58:42.318341: step 66, loss 1.16719, acc 0.578125
2019-04-28T16:58:42.513839: step 67, loss 1.54289, acc 0.5625
2019-04-28T16:58:42.720092: step 68, loss 1.16278, acc 0.625
2019-04-28T16:58:42.920289: step 69, loss 0.925891, acc 0.640625
2019-04-28T16:58:43.120220: step 70, loss 0.949613, acc 0.578125
2019-04-28T16:58:43.335268: step 71, loss 1.03742, acc 0.625
2019-04-28T16:58:43.530304: step 72, loss 1.07062, acc 0.546875
2019-04-28T16:58:43.723964: step 73, loss 1.18749, acc 0.46875
2019-04-28T16:58:43.924071: step 74, loss 1.1646, acc 0.578125
2019-04-28T16:58:44.128501: step 75, loss 0.890049, acc 0.59375
2019-04-28T16:58:44.319891: step 76, loss 1.01801, acc 0.546875
2019-04-28T16:58:44.522484: step 77, loss 1.22845, acc 0.546875
2019-04-28T16:58:44.720173: step 78, loss 0.999283, acc 0.46875
2019-04-28T16:58:44.918695: step 79, loss 0.955747, acc 0.546875
2019-04-28T16:58:45.134398: step 80, loss 1.1101, acc 0.53125
2019-04-28T16:58:45.334476: step 81, loss 1.30441, acc 0.484375
2019-04-28T16:58:45.529107: step 82, loss 1.21613, acc 0.53125
2019-04-28T16:58:45.727282: step 83, loss 1.29345, acc 0.46875
2019-04-28T16:58:45.919784: step 84, loss 0.922409, acc 0.640625
2019-04-28T16:58:46.112859: step 85, loss 0.818933, acc 0.671875
2019-04-28T16:58:46.322617: step 86, loss 1.05339, acc 0.59375
2019-04-28T16:58:46.519597: step 87, loss 0.973443, acc 0.5625
2019-04-28T16:58:46.714938: step 88, loss 0.813003, acc 0.5625
2019-04-28T16:58:46.896250: step 89, loss 0.978615, acc 0.609375
2019-04-28T16:58:47.090235: step 90, loss 0.743158, acc 0.65625
2019-04-28T16:58:47.276982: step 91, loss 1.0043, acc 0.578125
2019-04-28T16:58:47.485137: step 92, loss 0.965389, acc 0.578125
2019-04-28T16:58:47.685225: step 93, loss 1.2442, acc 0.5625
2019-04-28T16:58:47.884042: step 94, loss 1.07843, acc 0.5625
2019-04-28T16:58:48.077824: step 95, loss 0.965387, acc 0.53125
2019-04-28T16:58:48.269826: step 96, loss 1.09125, acc 0.5
2019-04-28T16:58:48.457772: step 97, loss 0.845816, acc 0.625
2019-04-28T16:58:48.661233: step 98, loss 1.16498, acc 0.515625
2019-04-28T16:58:48.851856: step 99, loss 0.91691, acc 0.5625
2019-04-28T16:58:49.054834: step 100, loss 1.2977, acc 0.609375

Evaluation:
2019-04-28T16:58:49.928480: step 100, loss 0.75902, acc 0.510116, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556441909_0.3\checkpoints\model-100

2019-04-28T16:58:50.403299: step 101, loss 0.895441, acc 0.59375
2019-04-28T16:58:50.593491: step 102, loss 0.875559, acc 0.5625
2019-04-28T16:58:50.787054: step 103, loss 0.928166, acc 0.5625
2019-04-28T16:58:50.985523: step 104, loss 1.16413, acc 0.53125
2019-04-28T16:58:51.177847: step 105, loss 0.8014, acc 0.640625
2019-04-28T16:58:51.373531: step 106, loss 0.755572, acc 0.59375
2019-04-28T16:58:51.569551: step 107, loss 1.20126, acc 0.578125
2019-04-28T16:58:51.756765: step 108, loss 0.928576, acc 0.578125
2019-04-28T16:58:51.947389: step 109, loss 0.674098, acc 0.640625
2019-04-28T16:58:52.148899: step 110, loss 1.01618, acc 0.453125
2019-04-28T16:58:52.330896: step 111, loss 1.20551, acc 0.53125
2019-04-28T16:58:52.530292: step 112, loss 0.944683, acc 0.609375
2019-04-28T16:58:52.718789: step 113, loss 1.09397, acc 0.546875
2019-04-28T16:58:52.937195: step 114, loss 0.970001, acc 0.546875
2019-04-28T16:58:53.136366: step 115, loss 0.852633, acc 0.59375
2019-04-28T16:58:53.333012: step 116, loss 0.877385, acc 0.515625
2019-04-28T16:58:53.519239: step 117, loss 0.81312, acc 0.578125
2019-04-28T16:58:53.649089: step 118, loss 1.22769, acc 0.5625
2019-04-28T16:58:53.837025: step 119, loss 0.659686, acc 0.640625
2019-04-28T16:58:54.026475: step 120, loss 0.898659, acc 0.546875
2019-04-28T16:58:54.212501: step 121, loss 0.797698, acc 0.6875
2019-04-28T16:58:54.411967: step 122, loss 1.09233, acc 0.484375
2019-04-28T16:58:54.631598: step 123, loss 0.82298, acc 0.6875
2019-04-28T16:58:54.836629: step 124, loss 1.15305, acc 0.546875
2019-04-28T16:58:55.033192: step 125, loss 0.690433, acc 0.671875
2019-04-28T16:58:55.226821: step 126, loss 1.15425, acc 0.546875
2019-04-28T16:58:55.427462: step 127, loss 0.777793, acc 0.671875
2019-04-28T16:58:55.627647: step 128, loss 0.688993, acc 0.65625
2019-04-28T16:58:55.831123: step 129, loss 0.900535, acc 0.578125
2019-04-28T16:58:56.026899: step 130, loss 0.76323, acc 0.59375
2019-04-28T16:58:56.230438: step 131, loss 0.887319, acc 0.546875
2019-04-28T16:58:56.442409: step 132, loss 1.07, acc 0.578125
2019-04-28T16:58:56.638057: step 133, loss 0.609651, acc 0.71875
2019-04-28T16:58:56.862410: step 134, loss 0.769103, acc 0.65625
2019-04-28T16:58:57.080626: step 135, loss 0.914033, acc 0.5625
2019-04-28T16:58:57.300913: step 136, loss 0.842868, acc 0.515625
2019-04-28T16:58:57.512821: step 137, loss 0.762915, acc 0.578125
2019-04-28T16:58:57.726639: step 138, loss 0.613331, acc 0.65625
2019-04-28T16:58:57.937223: step 139, loss 0.679583, acc 0.671875
2019-04-28T16:58:58.162285: step 140, loss 1.07989, acc 0.65625
2019-04-28T16:58:58.407223: step 141, loss 0.713444, acc 0.6875
2019-04-28T16:58:58.642332: step 142, loss 0.903132, acc 0.625
2019-04-28T16:58:58.862163: step 143, loss 0.981075, acc 0.546875
2019-04-28T16:58:59.082972: step 144, loss 0.653917, acc 0.703125
2019-04-28T16:58:59.280945: step 145, loss 0.970501, acc 0.609375
2019-04-28T16:58:59.482818: step 146, loss 0.612497, acc 0.671875
2019-04-28T16:58:59.688101: step 147, loss 1.07225, acc 0.53125
2019-04-28T16:58:59.879103: step 148, loss 1.23264, acc 0.46875
2019-04-28T16:59:00.079189: step 149, loss 0.765331, acc 0.640625
2019-04-28T16:59:00.283903: step 150, loss 0.698936, acc 0.546875
2019-04-28T16:59:00.484091: step 151, loss 0.655714, acc 0.671875
2019-04-28T16:59:00.684863: step 152, loss 0.960813, acc 0.625
2019-04-28T16:59:00.883192: step 153, loss 0.816704, acc 0.671875
2019-04-28T16:59:01.076036: step 154, loss 0.695914, acc 0.625
2019-04-28T16:59:01.261605: step 155, loss 0.63417, acc 0.65625
2019-04-28T16:59:01.449772: step 156, loss 0.747745, acc 0.6875
2019-04-28T16:59:01.671221: step 157, loss 0.689985, acc 0.6875
2019-04-28T16:59:01.870598: step 158, loss 0.722074, acc 0.625
2019-04-28T16:59:02.071047: step 159, loss 0.727699, acc 0.625
2019-04-28T16:59:02.269096: step 160, loss 0.669777, acc 0.609375
2019-04-28T16:59:02.459813: step 161, loss 0.701243, acc 0.546875
2019-04-28T16:59:02.645458: step 162, loss 0.814398, acc 0.671875
2019-04-28T16:59:02.823432: step 163, loss 0.741364, acc 0.625
2019-04-28T16:59:03.004159: step 164, loss 1.14583, acc 0.609375
2019-04-28T16:59:03.198781: step 165, loss 0.719751, acc 0.625
2019-04-28T16:59:03.390246: step 166, loss 0.836667, acc 0.578125
2019-04-28T16:59:03.575422: step 167, loss 0.749933, acc 0.5625
2019-04-28T16:59:03.767726: step 168, loss 0.780071, acc 0.609375
2019-04-28T16:59:03.965136: step 169, loss 0.717973, acc 0.578125
2019-04-28T16:59:04.163559: step 170, loss 0.822111, acc 0.53125
2019-04-28T16:59:04.355195: step 171, loss 1.06152, acc 0.578125
2019-04-28T16:59:04.544813: step 172, loss 1.00182, acc 0.53125
2019-04-28T16:59:04.733368: step 173, loss 0.923988, acc 0.546875
2019-04-28T16:59:04.915900: step 174, loss 0.863453, acc 0.59375
2019-04-28T16:59:05.095000: step 175, loss 0.906917, acc 0.515625
2019-04-28T16:59:05.282618: step 176, loss 0.952294, acc 0.6875
2019-04-28T16:59:05.420249: step 177, loss 1.1074, acc 0.59375
2019-04-28T16:59:05.629361: step 178, loss 0.90031, acc 0.609375
2019-04-28T16:59:05.844935: step 179, loss 0.827662, acc 0.609375
2019-04-28T16:59:06.034688: step 180, loss 0.825996, acc 0.625
2019-04-28T16:59:06.212283: step 181, loss 0.881691, acc 0.578125
2019-04-28T16:59:06.405835: step 182, loss 0.936856, acc 0.578125
2019-04-28T16:59:06.588482: step 183, loss 0.861324, acc 0.609375
2019-04-28T16:59:06.774594: step 184, loss 0.478355, acc 0.671875
2019-04-28T16:59:06.974632: step 185, loss 0.520067, acc 0.65625
2019-04-28T16:59:07.163130: step 186, loss 0.787456, acc 0.671875
2019-04-28T16:59:07.348932: step 187, loss 0.883011, acc 0.640625
2019-04-28T16:59:07.639441: step 188, loss 0.843086, acc 0.59375
2019-04-28T16:59:07.873257: step 189, loss 0.575081, acc 0.609375
2019-04-28T16:59:08.083744: step 190, loss 0.763677, acc 0.609375
2019-04-28T16:59:08.287272: step 191, loss 0.625059, acc 0.703125
2019-04-28T16:59:08.494184: step 192, loss 0.840625, acc 0.671875
2019-04-28T16:59:08.707670: step 193, loss 0.461765, acc 0.75
2019-04-28T16:59:08.921781: step 194, loss 0.588032, acc 0.65625
2019-04-28T16:59:09.126653: step 195, loss 0.644353, acc 0.75
2019-04-28T16:59:09.334422: step 196, loss 0.816328, acc 0.625
2019-04-28T16:59:09.552077: step 197, loss 0.612069, acc 0.65625
2019-04-28T16:59:09.746206: step 198, loss 0.766737, acc 0.546875
2019-04-28T16:59:09.940278: step 199, loss 0.76553, acc 0.609375
2019-04-28T16:59:10.133326: step 200, loss 0.636626, acc 0.65625

Evaluation:
2019-04-28T16:59:10.989429: step 200, loss 0.722399, acc 0.554191, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556441909_0.3\checkpoints\model-200

2019-04-28T16:59:11.442553: step 201, loss 0.58865, acc 0.625
2019-04-28T16:59:11.644751: step 202, loss 0.670405, acc 0.703125
2019-04-28T16:59:11.880982: step 203, loss 0.931165, acc 0.578125
2019-04-28T16:59:12.081008: step 204, loss 0.628369, acc 0.671875
2019-04-28T16:59:12.266131: step 205, loss 0.525009, acc 0.734375
2019-04-28T16:59:12.453637: step 206, loss 0.654046, acc 0.6875
2019-04-28T16:59:12.644318: step 207, loss 0.86321, acc 0.53125
2019-04-28T16:59:12.833353: step 208, loss 0.792779, acc 0.65625
2019-04-28T16:59:13.033062: step 209, loss 0.642798, acc 0.59375
2019-04-28T16:59:13.223091: step 210, loss 0.589796, acc 0.65625
2019-04-28T16:59:13.406552: step 211, loss 0.720888, acc 0.65625
2019-04-28T16:59:13.609743: step 212, loss 0.771242, acc 0.59375
2019-04-28T16:59:13.788322: step 213, loss 0.580586, acc 0.734375
2019-04-28T16:59:13.977868: step 214, loss 0.937271, acc 0.640625
2019-04-28T16:59:14.164443: step 215, loss 0.727899, acc 0.609375
2019-04-28T16:59:14.359918: step 216, loss 0.631296, acc 0.625
2019-04-28T16:59:14.546549: step 217, loss 0.618277, acc 0.65625
2019-04-28T16:59:14.748319: step 218, loss 0.751761, acc 0.578125
2019-04-28T16:59:14.938207: step 219, loss 0.682321, acc 0.59375
2019-04-28T16:59:15.135495: step 220, loss 0.771793, acc 0.53125
2019-04-28T16:59:15.321072: step 221, loss 0.803096, acc 0.578125
